task_id,family,variant,condition,task_text,reference_text,source_python,opaque_mapping,semantic_step_count,validation_flags
reverse_integer,numeric_reverse,3,pseudocode,"Given a nonnegative integer, reverse the order of its decimal digits.","PROCEDURE reverse_integer(entry)
x <- 0
WHILE entry > 0
    element <- (entry % 10)
    x <- ((x * 10) + element)
    entry <- entry // 10
RETURN x","def reverse_integer(entry):
    x = 0
    while entry > 0:
        element = entry % 10
        x = x * 10 + element
        entry //= 10
    return x",null,7,pending_human_review
reverse_integer,numeric_reverse,3,python_canonical,"Given a nonnegative integer, reverse the order of its decimal digits.","def reverse_integer(entry):
    x = 0
    while entry > 0:
        element = entry % 10
        x = x * 10 + element
        entry //= 10
    return x","def reverse_integer(entry):
    x = 0
    while entry > 0:
        element = entry % 10
        x = x * 10 + element
        entry //= 10
    return x",null,7,pending_human_review
reverse_integer,numeric_reverse,3,python_opaque,"Given a nonnegative integer, reverse the order of its decimal digits.","def zav0(mip0):
    tuk0 = 0
    while mip0 > 0:
        qel0 = mip0 % 10
        tuk0 = tuk0 * 10 + qel0
        mip0 //= 10
    return tuk0","def reverse_integer(entry):
    x = 0
    while entry > 0:
        element = entry % 10
        x = x * 10 + element
        entry //= 10
    return x","{""reverse_integer"": ""zav0"", ""entry"": ""mip0"", ""x"": ""tuk0"", ""element"": ""qel0""}",7,pending_human_review
numeric_palindrome,numeric_reverse,1,nl_exp7_anchor,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.",Save the original number and build its reversed decimal value digit by digit. Compare the reversed value with the original and return whether they are equal.,"def numeric_palindrome(number):
    original = number
    reversed_number = 0
    while number > 0:
        digit = number % 10
        reversed_number = reversed_number * 10 + digit
        number //= 10
    return original == reversed_number",null,0,pending_human_review
numeric_palindrome,numeric_reverse,1,procedural_prose,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","Define a procedure named numeric_palindrome that receives number.
Set original to number.
Set reversed_number to 0.
While number is greater than 0, do the following.
    Set digit to (number % 10).
    Set reversed_number to ((reversed_number * 10) + digit).
    Update number to number // 10.
Return original equals reversed_number.","def numeric_palindrome(number):
    original = number
    reversed_number = 0
    while number > 0:
        digit = number % 10
        reversed_number = reversed_number * 10 + digit
        number //= 10
    return original == reversed_number",null,8,pending_human_review
numeric_palindrome,numeric_reverse,1,controlled_nl,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","PROCEDURE numeric_palindrome INPUT number:
SET original TO number.
SET reversed_number TO 0.
WHILE number > 0:
    SET digit TO (number % 10).
    SET reversed_number TO ((reversed_number * 10) + digit).
    UPDATE number USING // 10.
RETURN original = reversed_number","def numeric_palindrome(number):
    original = number
    reversed_number = 0
    while number > 0:
        digit = number % 10
        reversed_number = reversed_number * 10 + digit
        number //= 10
    return original == reversed_number",null,8,pending_human_review
numeric_palindrome,numeric_reverse,1,pseudocode,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","PROCEDURE numeric_palindrome(number)
original <- number
reversed_number <- 0
WHILE number > 0
    digit <- (number % 10)
    reversed_number <- ((reversed_number * 10) + digit)
    number <- number // 10
RETURN original = reversed_number","def numeric_palindrome(number):
    original = number
    reversed_number = 0
    while number > 0:
        digit = number % 10
        reversed_number = reversed_number * 10 + digit
        number //= 10
    return original == reversed_number",null,8,pending_human_review
numeric_palindrome,numeric_reverse,1,python_canonical,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","def numeric_palindrome(number):
    original = number
    reversed_number = 0
    while number > 0:
        digit = number % 10
        reversed_number = reversed_number * 10 + digit
        number //= 10
    return original == reversed_number","def numeric_palindrome(number):
    original = number
    reversed_number = 0
    while number > 0:
        digit = number % 10
        reversed_number = reversed_number * 10 + digit
        number //= 10
    return original == reversed_number",null,8,pending_human_review
numeric_palindrome,numeric_reverse,1,python_opaque,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","def zav0(mip0):
    tuk0 = mip0
    qel0 = 0
    while mip0 > 0:
        vor0 = mip0 % 10
        qel0 = qel0 * 10 + vor0
        mip0 //= 10
    return tuk0 == qel0","def numeric_palindrome(number):
    original = number
    reversed_number = 0
    while number > 0:
        digit = number % 10
        reversed_number = reversed_number * 10 + digit
        number //= 10
    return original == reversed_number","{""numeric_palindrome"": ""zav0"", ""number"": ""mip0"", ""original"": ""tuk0"", ""reversed_number"": ""qel0"", ""digit"": ""vor0""}",8,pending_human_review
numeric_palindrome,numeric_reverse,2,nl_exp7_anchor,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.",Save the original number and build its reversed decimal value digit by digit. Compare the reversed value with the original and output whether they are equal.,"def numeric_palindrome(value):
    current = value
    output = 0
    while value > 0:
        item = value % 10
        output = output * 10 + item
        value //= 10
    return current == output",null,0,pending_human_review
numeric_palindrome,numeric_reverse,2,procedural_prose,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","Define a procedure named numeric_palindrome that receives value.
Set current to value.
Set output to 0.
While value is greater than 0, do the following.
    Set item to (value % 10).
    Set output to ((output * 10) + item).
    Update value to value // 10.
Return current equals output.","def numeric_palindrome(value):
    current = value
    output = 0
    while value > 0:
        item = value % 10
        output = output * 10 + item
        value //= 10
    return current == output",null,8,pending_human_review
numeric_palindrome,numeric_reverse,2,controlled_nl,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","PROCEDURE numeric_palindrome INPUT value:
SET current TO value.
SET output TO 0.
WHILE value > 0:
    SET item TO (value % 10).
    SET output TO ((output * 10) + item).
    UPDATE value USING // 10.
RETURN current = output","def numeric_palindrome(value):
    current = value
    output = 0
    while value > 0:
        item = value % 10
        output = output * 10 + item
        value //= 10
    return current == output",null,8,pending_human_review
numeric_palindrome,numeric_reverse,2,pseudocode,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","PROCEDURE numeric_palindrome(value)
current <- value
output <- 0
WHILE value > 0
    item <- (value % 10)
    output <- ((output * 10) + item)
    value <- value // 10
RETURN current = output","def numeric_palindrome(value):
    current = value
    output = 0
    while value > 0:
        item = value % 10
        output = output * 10 + item
        value //= 10
    return current == output",null,8,pending_human_review
numeric_palindrome,numeric_reverse,2,python_canonical,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","def numeric_palindrome(value):
    current = value
    output = 0
    while value > 0:
        item = value % 10
        output = output * 10 + item
        value //= 10
    return current == output","def numeric_palindrome(value):
    current = value
    output = 0
    while value > 0:
        item = value % 10
        output = output * 10 + item
        value //= 10
    return current == output",null,8,pending_human_review
numeric_palindrome,numeric_reverse,2,python_opaque,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","def zav0(mip0):
    tuk0 = mip0
    qel0 = 0
    while mip0 > 0:
        vor0 = mip0 % 10
        qel0 = qel0 * 10 + vor0
        mip0 //= 10
    return tuk0 == qel0","def numeric_palindrome(value):
    current = value
    output = 0
    while value > 0:
        item = value % 10
        output = output * 10 + item
        value //= 10
    return current == output","{""numeric_palindrome"": ""zav0"", ""value"": ""mip0"", ""current"": ""tuk0"", ""output"": ""qel0"", ""item"": ""vor0""}",8,pending_human_review
numeric_palindrome,numeric_reverse,3,nl_exp7_anchor,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.",Proceed as follows. Save the original number and build its reversed decimal value digit by digit. Compare the reversed value with the original and return whether they are equal.,"def numeric_palindrome(entry):
    x = entry
    result = 0
    while entry > 0:
        element = entry % 10
        result = result * 10 + element
        entry //= 10
    return x == result",null,0,pending_human_review
numeric_palindrome,numeric_reverse,3,procedural_prose,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","Define a procedure named numeric_palindrome that receives entry.
Set x to entry.
Set result to 0.
While entry is greater than 0, do the following.
    Set element to (entry % 10).
    Set result to ((result * 10) + element).
    Update entry to entry // 10.
Return x equals result.","def numeric_palindrome(entry):
    x = entry
    result = 0
    while entry > 0:
        element = entry % 10
        result = result * 10 + element
        entry //= 10
    return x == result",null,8,pending_human_review
numeric_palindrome,numeric_reverse,3,controlled_nl,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","PROCEDURE numeric_palindrome INPUT entry:
SET x TO entry.
SET result TO 0.
WHILE entry > 0:
    SET element TO (entry % 10).
    SET result TO ((result * 10) + element).
    UPDATE entry USING // 10.
RETURN x = result","def numeric_palindrome(entry):
    x = entry
    result = 0
    while entry > 0:
        element = entry % 10
        result = result * 10 + element
        entry //= 10
    return x == result",null,8,pending_human_review
numeric_palindrome,numeric_reverse,3,pseudocode,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","PROCEDURE numeric_palindrome(entry)
x <- entry
result <- 0
WHILE entry > 0
    element <- (entry % 10)
    result <- ((result * 10) + element)
    entry <- entry // 10
RETURN x = result","def numeric_palindrome(entry):
    x = entry
    result = 0
    while entry > 0:
        element = entry % 10
        result = result * 10 + element
        entry //= 10
    return x == result",null,8,pending_human_review
numeric_palindrome,numeric_reverse,3,python_canonical,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","def numeric_palindrome(entry):
    x = entry
    result = 0
    while entry > 0:
        element = entry % 10
        result = result * 10 + element
        entry //= 10
    return x == result","def numeric_palindrome(entry):
    x = entry
    result = 0
    while entry > 0:
        element = entry % 10
        result = result * 10 + element
        entry //= 10
    return x == result",null,8,pending_human_review
numeric_palindrome,numeric_reverse,3,python_opaque,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","def zav0(mip0):
    tuk0 = mip0
    qel0 = 0
    while mip0 > 0:
        vor0 = mip0 % 10
        qel0 = qel0 * 10 + vor0
        mip0 //= 10
    return tuk0 == qel0","def numeric_palindrome(entry):
    x = entry
    result = 0
    while entry > 0:
        element = entry % 10
        result = result * 10 + element
        entry //= 10
    return x == result","{""numeric_palindrome"": ""zav0"", ""entry"": ""mip0"", ""x"": ""tuk0"", ""result"": ""qel0"", ""element"": ""vor0""}",8,pending_human_review
count_primes_up_to,primality,1,nl_exp7_anchor,"Given a nonnegative integer n, count how many prime numbers are at most n.","Start a prime counter at zero. For every candidate from two through n, test divisors up to its square root. Increase the counter when no divisor is found. Return the counter.","def count_primes_up_to(n):
    count = 0
    for candidate in range(2, n + 1):
        prime = True
        divisor = 2
        while divisor * divisor <= candidate:
            if candidate % divisor == 0:
                prime = False
                break
            divisor += 1
        if prime:
            count += 1
    return count",null,0,pending_human_review
count_primes_up_to,primality,1,procedural_prose,"Given a nonnegative integer n, count how many prime numbers are at most n.","Define a procedure named count_primes_up_to that receives n.
Set count to 0.
For each candidate in range(2, (n + 1)), do the following.
    Set prime to true.
    Set divisor to 2.
    While (divisor * divisor) is at most candidate, do the following.
        If (candidate % divisor) equals 0, do the following.
            Set prime to false.
            Stop the current loop.
        Increase divisor by 1.
    If prime, do the following.
        Increase count by 1.
Return count.","def count_primes_up_to(n):
    count = 0
    for candidate in range(2, n + 1):
        prime = True
        divisor = 2
        while divisor * divisor <= candidate:
            if candidate % divisor == 0:
                prime = False
                break
            divisor += 1
        if prime:
            count += 1
    return count",null,13,pending_human_review
count_primes_up_to,primality,1,controlled_nl,"Given a nonnegative integer n, count how many prime numbers are at most n.","PROCEDURE count_primes_up_to INPUT n:
SET count TO 0.
FOR EACH candidate IN range(2, (n + 1)):
    SET prime TO TRUE.
    SET divisor TO 2.
    WHILE (divisor * divisor) <= candidate:
        IF (candidate % divisor) = 0:
            SET prime TO FALSE.
            BREAK
        UPDATE divisor USING + 1.
    IF prime:
        UPDATE count USING + 1.
RETURN count","def count_primes_up_to(n):
    count = 0
    for candidate in range(2, n + 1):
        prime = True
        divisor = 2
        while divisor * divisor <= candidate:
            if candidate % divisor == 0:
                prime = False
                break
            divisor += 1
        if prime:
            count += 1
    return count",null,13,pending_human_review
count_primes_up_to,primality,1,pseudocode,"Given a nonnegative integer n, count how many prime numbers are at most n.","PROCEDURE count_primes_up_to(n)
count <- 0
FOR candidate IN range(2, (n + 1))
    prime <- TRUE
    divisor <- 2
    WHILE (divisor * divisor) <= candidate
        IF (candidate % divisor) = 0
            prime <- FALSE
            BREAK
        divisor <- divisor + 1
    IF prime
        count <- count + 1
RETURN count","def count_primes_up_to(n):
    count = 0
    for candidate in range(2, n + 1):
        prime = True
        divisor = 2
        while divisor * divisor <= candidate:
            if candidate % divisor == 0:
                prime = False
                break
            divisor += 1
        if prime:
            count += 1
    return count",null,13,pending_human_review
count_primes_up_to,primality,1,python_canonical,"Given a nonnegative integer n, count how many prime numbers are at most n.","def count_primes_up_to(n):
    count = 0
    for candidate in range(2, n + 1):
        prime = True
        divisor = 2
        while divisor * divisor <= candidate:
            if candidate % divisor == 0:
                prime = False
                break
            divisor += 1
        if prime:
            count += 1
    return count","def count_primes_up_to(n):
    count = 0
    for candidate in range(2, n + 1):
        prime = True
        divisor = 2
        while divisor * divisor <= candidate:
            if candidate % divisor == 0:
                prime = False
                break
            divisor += 1
        if prime:
            count += 1
    return count",null,13,pending_human_review
count_primes_up_to,primality,1,python_opaque,"Given a nonnegative integer n, count how many prime numbers are at most n.","def zav0(mip0):
    tuk0 = 0
    for qel0 in range(2, mip0 + 1):
        vor0 = True
        nex0 = 2
        while nex0 * nex0 <= qel0:
            if qel0 % nex0 == 0:
                vor0 = False
                break
            nex0 += 1
        if vor0:
            tuk0 += 1
    return tuk0","def count_primes_up_to(n):
    count = 0
    for candidate in range(2, n + 1):
        prime = True
        divisor = 2
        while divisor * divisor <= candidate:
            if candidate % divisor == 0:
                prime = False
                break
            divisor += 1
        if prime:
            count += 1
    return count","{""count_primes_up_to"": ""zav0"", ""n"": ""mip0"", ""count"": ""tuk0"", ""candidate"": ""qel0"", ""prime"": ""vor0"", ""divisor"": ""nex0""}",13,pending_human_review
count_primes_up_to,primality,2,nl_exp7_anchor,"Given a nonnegative integer n, count how many prime numbers are at most n.","Begin a prime counter at zero. For every candidate from two through n, test divisors up to its square root. Increase the counter when no divisor is found. Output the counter.","def count_primes_up_to(output):
    value = 0
    for item in range(2, output + 1):
        counter = True
        current = 2
        while current * current <= item:
            if item % current == 0:
                counter = False
                break
            current += 1
        if counter:
            value += 1
    return value",null,0,pending_human_review
count_primes_up_to,primality,2,procedural_prose,"Given a nonnegative integer n, count how many prime numbers are at most n.","Define a procedure named count_primes_up_to that receives output.
Set value to 0.
For each item in range(2, (output + 1)), do the following.
    Set counter to true.
    Set current to 2.
    While (current * current) is at most item, do the following.
        If (item % current) equals 0, do the following.
            Set counter to false.
            Stop the current loop.
        Increase current by 1.
    If counter, do the following.
        Increase value by 1.
Return value.","def count_primes_up_to(output):
    value = 0
    for item in range(2, output + 1):
        counter = True
        current = 2
        while current * current <= item:
            if item % current == 0:
                counter = False
                break
            current += 1
        if counter:
            value += 1
    return value",null,13,pending_human_review
count_primes_up_to,primality,2,controlled_nl,"Given a nonnegative integer n, count how many prime numbers are at most n.","PROCEDURE count_primes_up_to INPUT output:
SET value TO 0.
FOR EACH item IN range(2, (output + 1)):
    SET counter TO TRUE.
    SET current TO 2.
    WHILE (current * current) <= item:
        IF (item % current) = 0:
            SET counter TO FALSE.
            BREAK
        UPDATE current USING + 1.
    IF counter:
        UPDATE value USING + 1.
RETURN value","def count_primes_up_to(output):
    value = 0
    for item in range(2, output + 1):
        counter = True
        current = 2
        while current * current <= item:
            if item % current == 0:
                counter = False
                break
            current += 1
        if counter:
            value += 1
    return value",null,13,pending_human_review
count_primes_up_to,primality,2,pseudocode,"Given a nonnegative integer n, count how many prime numbers are at most n.","PROCEDURE count_primes_up_to(output)
value <- 0
FOR item IN range(2, (output + 1))
    counter <- TRUE
    current <- 2
    WHILE (current * current) <= item
        IF (item % current) = 0
            counter <- FALSE
            BREAK
        current <- current + 1
    IF counter
        value <- value + 1
RETURN value","def count_primes_up_to(output):
    value = 0
    for item in range(2, output + 1):
        counter = True
        current = 2
        while current * current <= item:
            if item % current == 0:
                counter = False
                break
            current += 1
        if counter:
            value += 1
    return value",null,13,pending_human_review
count_primes_up_to,primality,2,python_canonical,"Given a nonnegative integer n, count how many prime numbers are at most n.","def count_primes_up_to(output):
    value = 0
    for item in range(2, output + 1):
        counter = True
        current = 2
        while current * current <= item:
            if item % current == 0:
                counter = False
                break
            current += 1
        if counter:
            value += 1
    return value","def count_primes_up_to(output):
    value = 0
    for item in range(2, output + 1):
        counter = True
        current = 2
        while current * current <= item:
            if item % current == 0:
                counter = False
                break
            current += 1
        if counter:
            value += 1
    return value",null,13,pending_human_review
count_primes_up_to,primality,2,python_opaque,"Given a nonnegative integer n, count how many prime numbers are at most n.","def zav0(mip0):
    tuk0 = 0
    for qel0 in range(2, mip0 + 1):
        vor0 = True
        nex0 = 2
        while nex0 * nex0 <= qel0:
            if qel0 % nex0 == 0:
                vor0 = False
                break
            nex0 += 1
        if vor0:
            tuk0 += 1
    return tuk0","def count_primes_up_to(output):
    value = 0
    for item in range(2, output + 1):
        counter = True
        current = 2
        while current * current <= item:
            if item % current == 0:
                counter = False
                break
            current += 1
        if counter:
            value += 1
    return value","{""count_primes_up_to"": ""zav0"", ""output"": ""mip0"", ""value"": ""tuk0"", ""item"": ""qel0"", ""counter"": ""vor0"", ""current"": ""nex0""}",13,pending_human_review
count_primes_up_to,primality,3,nl_exp7_anchor,"Given a nonnegative integer n, count how many prime numbers are at most n.","Initialize a prime counter at zero. For every candidate from two through n, test divisors up to its square root. Increase the counter when no divisor is found. Produce the counter.","def count_primes_up_to(result):
    entry = 0
    for element in range(2, result + 1):
        n_count = True
        x = 2
        while x * x <= element:
            if element % x == 0:
                n_count = False
                break
            x += 1
        if n_count:
            entry += 1
    return entry",null,0,pending_human_review
count_primes_up_to,primality,3,procedural_prose,"Given a nonnegative integer n, count how many prime numbers are at most n.","Define a procedure named count_primes_up_to that receives result.
Set entry to 0.
For each element in range(2, (result + 1)), do the following.
    Set n_count to true.
    Set x to 2.
    While (x * x) is at most element, do the following.
        If (element % x) equals 0, do the following.
            Set n_count to false.
            Stop the current loop.
        Increase x by 1.
    If n_count, do the following.
        Increase entry by 1.
Return entry.","def count_primes_up_to(result):
    entry = 0
    for element in range(2, result + 1):
        n_count = True
        x = 2
        while x * x <= element:
            if element % x == 0:
                n_count = False
                break
            x += 1
        if n_count:
            entry += 1
    return entry",null,13,pending_human_review
count_primes_up_to,primality,3,controlled_nl,"Given a nonnegative integer n, count how many prime numbers are at most n.","PROCEDURE count_primes_up_to INPUT result:
SET entry TO 0.
FOR EACH element IN range(2, (result + 1)):
    SET n_count TO TRUE.
    SET x TO 2.
    WHILE (x * x) <= element:
        IF (element % x) = 0:
            SET n_count TO FALSE.
            BREAK
        UPDATE x USING + 1.
    IF n_count:
        UPDATE entry USING + 1.
RETURN entry","def count_primes_up_to(result):
    entry = 0
    for element in range(2, result + 1):
        n_count = True
        x = 2
        while x * x <= element:
            if element % x == 0:
                n_count = False
                break
            x += 1
        if n_count:
            entry += 1
    return entry",null,13,pending_human_review
count_primes_up_to,primality,3,pseudocode,"Given a nonnegative integer n, count how many prime numbers are at most n.","PROCEDURE count_primes_up_to(result)
entry <- 0
FOR element IN range(2, (result + 1))
    n_count <- TRUE
    x <- 2
    WHILE (x * x) <= element
        IF (element % x) = 0
            n_count <- FALSE
            BREAK
        x <- x + 1
    IF n_count
        entry <- entry + 1
RETURN entry","def count_primes_up_to(result):
    entry = 0
    for element in range(2, result + 1):
        n_count = True
        x = 2
        while x * x <= element:
            if element % x == 0:
                n_count = False
                break
            x += 1
        if n_count:
            entry += 1
    return entry",null,13,pending_human_review
count_primes_up_to,primality,3,python_canonical,"Given a nonnegative integer n, count how many prime numbers are at most n.","def count_primes_up_to(result):
    entry = 0
    for element in range(2, result + 1):
        n_count = True
        x = 2
        while x * x <= element:
            if element % x == 0:
                n_count = False
                break
            x += 1
        if n_count:
            entry += 1
    return entry","def count_primes_up_to(result):
    entry = 0
    for element in range(2, result + 1):
        n_count = True
        x = 2
        while x * x <= element:
            if element % x == 0:
                n_count = False
                break
            x += 1
        if n_count:
            entry += 1
    return entry",null,13,pending_human_review
count_primes_up_to,primality,3,python_opaque,"Given a nonnegative integer n, count how many prime numbers are at most n.","def zav0(mip0):
    tuk0 = 0
    for qel0 in range(2, mip0 + 1):
        vor0 = True
        nex0 = 2
        while nex0 * nex0 <= qel0:
            if qel0 % nex0 == 0:
                vor0 = False
                break
            nex0 += 1
        if vor0:
            tuk0 += 1
    return tuk0","def count_primes_up_to(result):
    entry = 0
    for element in range(2, result + 1):
        n_count = True
        x = 2
        while x * x <= element:
            if element % x == 0:
                n_count = False
                break
            x += 1
        if n_count:
            entry += 1
    return entry","{""count_primes_up_to"": ""zav0"", ""result"": ""mip0"", ""entry"": ""tuk0"", ""element"": ""qel0"", ""n_count"": ""vor0"", ""x"": ""nex0""}",13,pending_human_review
group_by_first_character,grouping,1,nl_exp7_anchor,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","Start with an empty dictionary. Examine each string, use its first character as the key, create an empty list for a new key, and append the string to that key's list. Return the dictionary.","def group_by_first_character(words):
    groups = {}
    for word in words:
        key = word[0]
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups",null,0,pending_human_review
group_by_first_character,grouping,1,procedural_prose,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","Define a procedure named group_by_first_character that receives words.
Set groups to {}.
For each word in words, do the following.
    Set key to word[0].
    If key is not in groups, do the following.
        Set groups[key] to [].
    Append word to groups[key].
Return groups.","def group_by_first_character(words):
    groups = {}
    for word in words:
        key = word[0]
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups",null,8,pending_human_review
group_by_first_character,grouping,1,controlled_nl,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","PROCEDURE group_by_first_character INPUT words:
SET groups TO {}.
FOR EACH word IN words:
    SET key TO word[0].
    IF key NOT IN groups:
        SET groups[key] TO [].
    EXECUTE groups[key].append(word).
RETURN groups","def group_by_first_character(words):
    groups = {}
    for word in words:
        key = word[0]
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups",null,8,pending_human_review
group_by_first_character,grouping,1,pseudocode,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","PROCEDURE group_by_first_character(words)
groups <- {}
FOR word IN words
    key <- word[0]
    IF key NOT IN groups
        groups[key] <- []
    groups[key].append(word)
RETURN groups","def group_by_first_character(words):
    groups = {}
    for word in words:
        key = word[0]
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups",null,8,pending_human_review
group_by_first_character,grouping,1,python_canonical,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","def group_by_first_character(words):
    groups = {}
    for word in words:
        key = word[0]
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups","def group_by_first_character(words):
    groups = {}
    for word in words:
        key = word[0]
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups",null,8,pending_human_review
group_by_first_character,grouping,1,python_opaque,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","def zav0(mip0):
    tuk0 = {}
    for qel0 in mip0:
        vor0 = qel0[0]
        if vor0 not in tuk0:
            tuk0[vor0] = []
        tuk0[vor0].append(qel0)
    return tuk0","def group_by_first_character(words):
    groups = {}
    for word in words:
        key = word[0]
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups","{""group_by_first_character"": ""zav0"", ""words"": ""mip0"", ""groups"": ""tuk0"", ""word"": ""qel0"", ""key"": ""vor0""}",8,pending_human_review
group_by_first_character,grouping,2,nl_exp7_anchor,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","Begin with an empty dictionary. Inspect each string, use its first character as the key, build an empty list for a new key, and add the string to that key's list. Output the dictionary.","def group_by_first_character(output):
    item = {}
    for current in output:
        value = current[0]
        if value not in item:
            item[value] = []
        item[value].append(current)
    return item",null,0,pending_human_review
group_by_first_character,grouping,2,procedural_prose,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","Define a procedure named group_by_first_character that receives output.
Set item to {}.
For each current in output, do the following.
    Set value to current[0].
    If value is not in item, do the following.
        Set item[value] to [].
    Append current to item[value].
Return item.","def group_by_first_character(output):
    item = {}
    for current in output:
        value = current[0]
        if value not in item:
            item[value] = []
        item[value].append(current)
    return item",null,8,pending_human_review
group_by_first_character,grouping,2,controlled_nl,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","PROCEDURE group_by_first_character INPUT output:
SET item TO {}.
FOR EACH current IN output:
    SET value TO current[0].
    IF value NOT IN item:
        SET item[value] TO [].
    EXECUTE item[value].append(current).
RETURN item","def group_by_first_character(output):
    item = {}
    for current in output:
        value = current[0]
        if value not in item:
            item[value] = []
        item[value].append(current)
    return item",null,8,pending_human_review
group_by_first_character,grouping,2,pseudocode,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","PROCEDURE group_by_first_character(output)
item <- {}
FOR current IN output
    value <- current[0]
    IF value NOT IN item
        item[value] <- []
    item[value].append(current)
RETURN item","def group_by_first_character(output):
    item = {}
    for current in output:
        value = current[0]
        if value not in item:
            item[value] = []
        item[value].append(current)
    return item",null,8,pending_human_review
group_by_first_character,grouping,2,python_canonical,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","def group_by_first_character(output):
    item = {}
    for current in output:
        value = current[0]
        if value not in item:
            item[value] = []
        item[value].append(current)
    return item","def group_by_first_character(output):
    item = {}
    for current in output:
        value = current[0]
        if value not in item:
            item[value] = []
        item[value].append(current)
    return item",null,8,pending_human_review
group_by_first_character,grouping,2,python_opaque,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","def zav0(mip0):
    tuk0 = {}
    for qel0 in mip0:
        vor0 = qel0[0]
        if vor0 not in tuk0:
            tuk0[vor0] = []
        tuk0[vor0].append(qel0)
    return tuk0","def group_by_first_character(output):
    item = {}
    for current in output:
        value = current[0]
        if value not in item:
            item[value] = []
        item[value].append(current)
    return item","{""group_by_first_character"": ""zav0"", ""output"": ""mip0"", ""item"": ""tuk0"", ""current"": ""qel0"", ""value"": ""vor0""}",8,pending_human_review
group_by_first_character,grouping,3,nl_exp7_anchor,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","Initialize with an empty dictionary. Process each string, use its first character as the key, create an empty list for a new key, and append the string to that key's list. Produce the dictionary.","def group_by_first_character(result):
    element = {}
    for x in result:
        entry = x[0]
        if entry not in element:
            element[entry] = []
        element[entry].append(x)
    return element",null,0,pending_human_review
group_by_first_character,grouping,3,procedural_prose,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","Define a procedure named group_by_first_character that receives result.
Set element to {}.
For each x in result, do the following.
    Set entry to x[0].
    If entry is not in element, do the following.
        Set element[entry] to [].
    Append x to element[entry].
Return element.","def group_by_first_character(result):
    element = {}
    for x in result:
        entry = x[0]
        if entry not in element:
            element[entry] = []
        element[entry].append(x)
    return element",null,8,pending_human_review
group_by_first_character,grouping,3,controlled_nl,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","PROCEDURE group_by_first_character INPUT result:
SET element TO {}.
FOR EACH x IN result:
    SET entry TO x[0].
    IF entry NOT IN element:
        SET element[entry] TO [].
    EXECUTE element[entry].append(x).
RETURN element","def group_by_first_character(result):
    element = {}
    for x in result:
        entry = x[0]
        if entry not in element:
            element[entry] = []
        element[entry].append(x)
    return element",null,8,pending_human_review
