trajectory_id,task_id,family,representation,variant,task_text,reference_solution,base_token_count,token_count,analysis_token_count,special_token_events,special_token_fraction,trajectory_valid,mean_entropy_top20,median_entropy_top20,std_entropy_top20,cumulative_entropy_top20,mean_entropy_full,median_entropy_full,std_entropy_full,cumulative_entropy_full,mean_p1,median_p1,mean_top20_mass,fraction_p1_ge_090,fraction_p1_ge_099,longest_run_p1_ge_090,longest_run_p1_ge_099,mean_abs_entropy_change_top20,mean_abs_entropy_change_full,reference_in_top20_fraction,mean_reference_surprisal
first_even_index__nl__v2,first_even_index,first_match_index,nl,2,"Given a list of integers, return the index of the first even value, or minus one if none exists.","Inspect the list from the beginning while tracking the current index. If an even value is encountered, output its index. When the end is reached with no match, output minus one.",26,36,35,0,0.0,True,0.5494723432298217,0.3184521794319153,0.5324061733239711,19.23153201304376,0.562743382129286,0.31863975524902344,0.5478199403253883,19.69601837452501,0.795562366928373,0.904306948184967,0.9986744863646371,0.5142857142857142,0.2,6,1,0.5206857819986694,0.5355031258590958,0.9428571428571428,2.1818894518256586
bubble_sort_ascending__python__v1,bubble_sort_ascending,bubble_sort,python,1,"Given a list of numbers, sort it in ascending order using bubble sort and return the sorted copy.","def bubble_sort_ascending(values):
    result = values[:]
    for end in range(len(result) - 1, 0, -1):
        for index in range(end):
            if result[index] > result[index + 1]:
                result[index], result[index + 1] = result[index + 1], result[index]
    return result",24,72,71,0,0.0,True,0.09825037681021843,0.0019517139298841357,0.2345971784046765,6.975776753525508,0.09898154761389287,0.002014824887737632,0.23588295715618346,7.027689880586394,0.9635995395586524,0.9998253583908081,0.9999436736106873,0.9014084507042254,0.8028169014084507,48,21,0.1663163237554126,0.1671827205574646,0.9577464788732394,0.9120809139223408
count_increases__python__v2,count_increases,adjacent_analysis,python,2,"Given a list of numbers, count how many positions contain a value larger than the immediately preceding value.","def count_increases(current):
    item = 0
    for value in range(1, len(current)):
        if current[value] > current[value - 1]:
            item += 1
    return item",24,45,44,0,0.0,True,0.2534958458612767,0.017958583775907755,0.47856194651108264,11.153817217896176,0.2639800026684766,0.018210226204246283,0.5093672353301207,11.615120117412971,0.9123551886190068,0.9977801144123077,0.99870626763864,0.8181818181818182,0.6363636363636364,15,7,0.36591968938063113,0.38505166162151505,0.9545454545454546,1.3004217401091522
transpose_matrix__nl__v3,transpose_matrix,matrix_transform,nl,3,"Given a non-empty rectangular matrix, return its transpose.","Initialize an empty result. For every column index, build a new row by taking that column value from each original row. Place each new row and return the result.",15,33,32,0,0.0,True,0.7960397678471054,0.7913229465484619,0.5577969404492804,25.473272571107373,0.8544230253464775,0.7964117527008057,0.6618955977466775,27.34153681108728,0.7136306944303215,0.7505051493644714,0.992225794121623,0.3125,0.0625,2,1,0.6578643306518995,0.7614778699353337,0.96875,2.7330936324951836
count_words__python__v1,count_words,word_count,python,1,"Given a string containing words separated by whitespace, count the words.","def count_words(text):
    words = text.split()
    return len(words)",17,16,15,0,0.0,True,0.1357949226357353,0.07289817929267883,0.25506053732509704,2.03692383953603,0.13742929639217133,0.07376061379909515,0.25698999190525057,2.06143944588257,0.9679006457328796,0.9869382381439209,0.9998798410097758,0.9333333333333333,0.4666666666666667,9,2,0.2403976077995529,0.242632775808618,1.0,1.0027129443609737
linear_first_index__python__v1,linear_first_index,linear_search,python,1,"Given a list and a target, return the index of the first target occurrence or minus one if absent.","def linear_first_index(values, target):
    for index, value in enumerate(values):
        if value == target:
            return index
    return -1",25,31,30,0,0.0,True,0.1577561359571405,0.0005522116844076663,0.4025927662005569,4.732684078714215,0.1605588139974922,0.0005566636100411415,0.4127465524869313,4.816764419924766,0.9365324179331461,0.9999520182609558,0.9996912956237793,0.8666666666666667,0.8,21,19,0.21628907836239267,0.22120334921184057,0.9666666666666667,1.5933361754040871
contains_target__python__v2,contains_target,membership_test,python,2,"Given a list of values and a target, determine whether the target occurs in the list.","def contains_target(current, item):
    for value in current:
        if value == item:
            return True
    return False",22,26,25,0,0.0,True,0.2224344383218704,0.0038776369765400887,0.44423525574248696,5.56086095804676,0.22577950333121408,0.00394876953214407,0.4504871363232249,5.644487583280352,0.9300778341293335,0.9996121525764465,0.9996782422065735,0.84,0.76,16,16,0.21387570473158726,0.21727586521971412,0.92,1.986157913013858
bubble_sort_ascending__python__v2,bubble_sort_ascending,bubble_sort,python,2,"Given a list of numbers, sort it in ascending order using bubble sort and return the sorted copy.","def bubble_sort_ascending(output):
    current = output[:]
    for item in range(len(current) - 1, 0, -1):
        for value in range(item):
            if current[value] > current[value + 1]:
                current[value], current[value + 1] = current[value + 1], current[value]
    return current",24,72,71,0,0.0,True,0.10425102901546113,0.004435526207089424,0.22841132076646567,7.40182306009774,0.10584306970954586,0.00446162698790431,0.23211678378047362,7.514857949377756,0.9649066379372503,0.9995607733726501,0.9998616618169865,0.9014084507042254,0.7887323943661971,52,21,0.14595133167136476,0.14838321262687454,0.9295774647887324,1.1103836505013358
is_nondecreasing__python__v3,is_nondecreasing,monotonicity,python,3,"Given a list of numbers, determine whether it is in nondecreasing order.","def is_nondecreasing(entry):
    for element in range(1, len(entry)):
        if entry[element - 1] > entry[element]:
            return False
    return True",20,37,36,0,0.0,True,0.06512810676751239,0.003985616262070835,0.13913294229133488,2.344611843630446,0.06568974491700727,0.00402062339708209,0.14013199296288725,2.364830817012262,0.9825120071570078,0.9996022582054138,0.9999568230575986,0.9444444444444444,0.7777777777777778,24,14,0.09064811972613306,0.0916338870337183,0.9444444444444444,1.0961050115692597
count_even__python__v2,count_even,parity_count,python,2,"Given a list of integers, count how many values are even.","def count_even(current):
    item = 0
    for value in current:
        if value % 2 == 0:
            item += 1
    return item",17,36,35,0,0.0,True,0.18032662989270257,0.014911990612745285,0.3389358863362051,6.31143204624459,0.18187235216984327,0.015305852517485619,0.34184417680813106,6.365532325944514,0.9269758718354362,0.9982925653457642,0.9998693602425711,0.7714285714285715,0.7428571428571429,16,16,0.25498782850819923,0.2571003976995331,0.9428571428571428,1.2634744150562516
anti_diagonal_sum__nl__v1,anti_diagonal_sum,diagonal_aggregate,nl,1,"Given a square matrix, calculate the sum of its anti-diagonal.","Start a total at zero. For every row index, add the element whose column index is the mirrored position from the right. Return the total.",18,29,28,0,0.0,True,0.7032525639182755,0.6548821926116943,0.5390594788564972,19.691071789711714,0.7776296696891742,0.671524316072464,0.6099952086275087,21.773630751296878,0.7745079802615302,0.8108704388141632,0.9920602994305747,0.35714285714285715,0.14285714285714285,3,2,0.5476878971137382,0.6136108540274479,0.9285714285714286,3.0757652355989973
binary_search_insertion__python__v3,binary_search_insertion,binary_search,python,3,"Given an ascending sorted list and a target value, return the index where the target could be inserted while preserving order.","def binary_search_insertion(n_count, result):
    entry = 0
    element = len(n_count)
    while entry < element:
        x = (entry + element) // 2
        if n_count[x] < result:
            entry = x + 1
        else:
            element = x
    return entry",27,69,68,0,0.0,True,0.27882117851820165,0.04188762232661247,0.44647194322134937,18.959840139237713,0.29879650229291016,0.04274321347475052,0.4844835080418137,20.31816215591789,0.9077695209313842,0.9940731227397919,0.997913031893618,0.75,0.5735294117647058,15,10,0.3555710240022984,0.3877699722644179,0.9264705882352942,1.5209842092265462
window_sum_three__python__v2,window_sum_three,sliding_window,python,2,"Given a list of numbers, return the sum of every consecutive window of three values.","def window_sum_three(output):
    value = []
    for item in range(len(output) - 2):
        current = output[item] + output[item + 1] + output[item + 2]
        value.append(current)
    return value",21,50,49,0,0.0,True,0.18962461571213773,0.025800583884119987,0.3635078617271466,9.291606169894749,0.1976890112919786,0.025854727253317833,0.3831328575343183,9.686761553306951,0.9386295603246105,0.9965718984603882,0.9991421018327985,0.8367346938775511,0.6122448979591837,18,18,0.24825976540483907,0.259523131279271,0.9387755102040817,1.412387909451929
first_negative_index__nl__v1,first_negative_index,first_match_index,nl,1,"Given a list of numbers, return the index of the first negative value, or minus one if none exists.","Examine the list from the beginning while tracking the current index. When a negative value is encountered, return its index. If the end is reached with no match, return minus one.",26,37,36,0,0.0,True,0.5407201332499325,0.3655631095170975,0.5826584839381522,19.46592479699757,0.5594932770537626,0.36703920364379883,0.6209751646943282,20.141757973935455,0.8198175364070468,0.8906870484352112,0.99784088631471,0.5,0.2222222222222222,5,1,0.5976182519657803,0.6271521952801518,0.9722222222222222,1.8503274995952477
count_even_digits__nl__v3,count_even_digits,digit_count,nl,3,"Given a positive integer, count how many of its decimal digits are even.","Initialize a counter at zero. While the number is positive, inspect the last digit, increase the counter if it is even, then remove the digit using integer division by ten. Produce the counter.",19,39,38,0,0.0,True,0.27138974710987895,0.06467219442129135,0.37398387286559853,10.3128103901754,0.2724667147875296,0.06508452445268631,0.37539732174986457,10.353735161926124,0.9034961618875202,0.9895808100700378,0.9999151386712727,0.7105263157894737,0.5,10,6,0.3749619995136576,0.3768329051509755,0.9736842105263158,2.751365654566
filter_nonnegative__python__v3,filter_nonnegative,sign_filter,python,3,"Given a list of numbers, create a new list containing only values greater than or equal to zero.","def filter_nonnegative(x):
    element = []
    for entry in x:
        if entry >= 0:
            element.append(entry)
    return element",24,31,30,0,0.0,True,0.21979726291513846,0.010547345969825983,0.38284063514286537,6.593917887454154,0.23240883728528086,0.010699698701500893,0.41002970555617224,6.9722651185584255,0.9294725408156713,0.998736709356308,0.9986003696918487,0.7666666666666667,0.6333333333333333,10,7,0.30114853243817225,0.3061823586186651,0.9,2.033079243013526
count_below__nl__v3,count_below,threshold_count,nl,3,"Given a list of numbers and a threshold, count the values less than the threshold.","Initialize a counter at zero. Process every value. For any case in which the current value is less than the threshold, increase the counter by one. Produce the counter.",21,34,33,0,0.0,True,0.3500284416853295,0.26656651496887207,0.3846172071641179,11.550938575615874,0.35522644861493696,0.26847654581069946,0.39337602716217024,11.72247280429292,0.8795989345420491,0.9350813031196594,0.9995310360735113,0.6060606060606061,0.30303030303030304,8,4,0.4271716595339967,0.4351164745939968,0.9090909090909091,2.507632644859365
factorial_iterative__python__v1,factorial_iterative,factorial_product,python,1,"Given a nonnegative integer n, compute n factorial iteratively.","def factorial_iterative(n):
    product = 1
    for value in range(2, n + 1):
        product *= value
    return product",17,33,32,0,0.0,True,0.09682562259331462,0.010307062417268753,0.21322888606302157,3.098419922986068,0.09737109137495281,0.010512519627809525,0.21445328787844747,3.11587492399849,0.9666308425366879,0.9988119900226593,0.9999594930559397,0.90625,0.78125,13,13,0.1635770933259459,0.164258586203364,1.0,0.8748169763536566
chunks_fixed_size__nl__v2,chunks_fixed_size,chunking,nl,2,"Given a list and a positive chunk size, split the list into consecutive chunks of at most that size.","Build an empty result list. Move a starting index through the input in steps equal to the chunk size. At each step, add the corresponding slice. Output the result.",25,34,33,0,0.0,True,0.3798960558929001,0.16829361021518707,0.40623546455481363,12.536569844465703,0.3854788415536115,0.16878782212734222,0.4110069730352334,12.72080177126918,0.8751217442931551,0.9691165685653687,0.9994480248653528,0.5757575757575758,0.36363636363636365,5,4,0.3577439239306841,0.35910964520735433,0.9393939393939394,3.5692726606556047
is_prime__nl__v3,is_prime,primality,nl,3,"Given an integer n, determine whether it is prime.",Produce false for values below two. Test divisors starting at two while the divisor squared is no greater than n. Produce false if any divisor divides n exactly; otherwise return true.,15,37,36,0,0.0,True,0.6084289008835589,0.6503389477729797,0.46635099740810165,21.90344043180812,0.6461895778257813,0.6746006906032562,0.5300418170094694,23.26282480172813,0.7908918427096473,0.7852723896503448,0.9957122968302833,0.3888888888888889,0.1111111111111111,3,1,0.5068959116337023,0.5599732408566135,0.8888888888888888,4.036496521020632
selection_sort_ascending__nl__v1,selection_sort_ascending,selection_sort,nl,1,"Given a list of numbers, sort it in ascending order using selection sort and return the sorted copy.","Copy the list. For each position, find the smallest value in the remaining suffix and swap it into the current position. Return the copy.",24,28,27,0,0.0,True,0.5572886601504352,0.43413156270980835,0.43064920578168336,15.046793824061751,0.570075990597683,0.4347831606864929,0.4422923183569626,15.39205174613744,0.8110294761481108,0.8702760934829712,0.9987327412322715,0.4444444444444444,0.18518518518518517,2,1,0.4511966400135022,0.4629448287618848,0.9629629629629629,1.7837460679950676
matrix_row_sums__python__v3,matrix_row_sums,matrix_aggregate,python,3,"Given a matrix of numbers, return a list containing the sum of each row.","def matrix_row_sums(element):
    entry = []
    for x in element:
        result = 0
        for n_count in x:
            result += n_count
        entry.append(result)
    return entry",20,44,43,0,0.0,True,0.1655992369855677,0.010427761822938919,0.3450737325664906,7.120767190379411,0.169306957391644,0.011069447733461857,0.3542405631815963,7.280199167840692,0.943646451068479,0.9987735748291016,0.9996475840723792,0.8372093023255814,0.7441860465116279,23,15,0.3011590309340266,0.3075593801776059,0.9302325581395349,2.3862603755037552
count_below__nl__v1,count_below,threshold_count,nl,1,"Given a list of numbers and a threshold, count the values less than the threshold.","Start a counter at zero. Examine every value. Whenever the current value is less than the threshold, increase the counter by one. Return the counter.",21,31,30,0,0.0,True,0.3311755780314949,0.09916399419307709,0.45408054341473963,9.935267340944847,0.33648175684696374,0.10053493827581406,0.46784153034788156,10.094452705408912,0.8782907197872798,0.9831361174583435,0.999456642071406,0.6333333333333333,0.4,8,6,0.41274829079790426,0.42160668593815304,0.9666666666666667,2.241639579716684
scan_min__nl__v2,scan_min,scan_extremum,nl,2,"Given a non-empty list of numbers, find the smallest value by scanning the list once.","Take the first value as the current minimum. Inspect each remaining value. If a value is smaller than the current minimum, replace the current minimum with it. Output the current minimum after the scan.",22,40,39,0,0.0,True,0.4044081892979403,0.2838645577430725,0.42255600486460987,15.771919382619672,0.408800316714825,0.28515228629112244,0.42755940158724653,15.943212351878174,0.8748560219238966,0.9423571825027466,0.999613011494661,0.5641025641025641,0.3076923076923077,8,2,0.4241747264076318,0.4293214078245096,0.9487179487179487,1.799927251633609
binary_search_exact__nl__v3,binary_search_exact,binary_search,nl,3,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","Set low and high indices around the search range. Repeatedly inspect the middle value, returning its index on a match. Discard the half that cannot contain the target. Produce minus one if the range becomes empty.",24,44,43,0,0.0,True,0.7393173111188442,0.577271580696106,0.6522809832680468,31.7906443781103,0.7853096583614473,0.599336564540863,0.7094436467752198,33.76831530954223,0.7580988698227461,0.8611853718757629,0.9945045751194621,0.4186046511627907,0.16279069767441862,5,2,0.6178631797305397,0.6811658677567417,0.8372093023255814,2.932943681447034
bubble_sort_ascending__nl__v3,bubble_sort_ascending,bubble_sort,nl,3,"Given a list of numbers, sort it in ascending order using bubble sort and return the sorted copy.","Proceed as follows. Copy the input list. Repeatedly scan adjacent pairs and swap them when the left value is greater than the right value. After enough passes, return the copy.",24,37,36,0,0.0,True,0.6465885134619183,0.35628925263881683,0.6451991211233207,23.277186484629055,0.6930562535227283,0.3651112914085388,0.7390598706840437,24.95002512681822,0.7819080741869079,0.9193987250328064,0.9930321607324812,0.5277777777777778,0.25,4,3,0.7262818646567342,0.8009148803797351,0.8888888888888888,2.791768515816228
is_subset__python__v2,is_subset,set_relation,python,2,"Given two collections, determine whether every value in the first collection occurs in the second.","def is_subset(item, value):
    for current in item:
        if current not in value:
            return False
    return True",21,27,26,0,0.0,True,0.3217006978401024,0.019622409716248512,0.4715604955120729,8.364218143842663,0.344183830970136,0.020346587523818016,0.5154045917653424,8.948779605223535,0.9118676735804632,0.9976256787776947,0.9975071641115042,0.6923076923076923,0.5384615384615384,15,10,0.3135106213488325,0.3481130189858959,0.8846153846153846,1.5608809070654213
count_character__nl__v2,count_character,char_count,nl,2,"Given a string and a character, count how many times that character appears.","Begin a counter at zero. Inspect each character in the string. If it equals the target character, increase the counter by one. Output the counter.",19,31,30,0,0.0,True,0.4392988422730317,0.2856125980615616,0.4826554005052471,13.17896526819095,0.44624288846971466,0.28639037907123566,0.49573868076843763,13.38728665409144,0.8494024068117142,0.936412125825882,0.9993062396844228,0.6,0.23333333333333334,6,2,0.4822955608432149,0.49335140385665,0.9666666666666667,1.623252937225334
count_character__python__v2,count_character,char_count,python,2,"Given a string and a character, count how many times that character appears.","def count_character(output, current):
    value = 0
    for item in output:
        if item == current:
            value += 1
    return value",19,34,33,0,0.0,True,0.18966420923640148,0.020566368475556374,0.3514068063082213,6.258918904801249,0.1931236280004007,0.020868346095085144,0.35739809389279753,6.373079724013223,0.9411676408666553,0.9974564909934998,0.9996861598708413,0.8181818181818182,0.6666666666666666,12,12,0.2625169517350514,0.26782712827207433,0.9090909090909091,1.8081996313606974
integer_to_binary__python__v3,integer_to_binary,base_conversion,python,3,"Given a positive integer, return its binary representation as a string without a prefix.","def integer_to_binary(entry):
    element = []
    while entry > 0:
        element.append(str(entry % 2))
        entry //= 2
    element.reverse()
    return """".join(element)",20,42,41,0,0.0,True,0.20304609777326177,0.012274167500436306,0.4025528814057896,8.324890008703733,0.2075332426459171,0.012276146560907364,0.413341661777185,8.508862948482601,0.938635387798635,0.9984011054039001,0.9995528052492839,0.8780487804878049,0.6585365853658537,21,7,0.3481270534896794,0.3551082818230043,0.9512195121951219,1.780872372166565
merge_sorted_descending__python__v1,merge_sorted_descending,merge_sorted,python,1,"Given two lists sorted in descending order, merge them into one descending list.","def merge_sorted_descending(left_values, right_values):
    result = []
    i = 0
    j = 0
    while i < len(left_values) and j < len(right_values):
        if left_values[i] >= right_values[j]:
            result.append(left_values[i])
            i += 1
        else:
            result.append(right_values[j])
            j += 1
    result.extend(left_values[i:])
    result.extend(right_values[j:])
    return result",19,99,98,0,0.0,True,0.08138099833476183,0.0003890503285219893,0.22323325642776268,7.975337836806659,0.08236464845903442,0.00039650985854677856,0.2268904607536037,8.071735548985373,0.9652106463909149,0.9999688863754272,0.9999020762589513,0.9183673469387755,0.8367346938775511,34,34,0.10065880927156177,0.10244816246574828,0.9897959183673469,0.5292109491650243
group_by_length__nl__v2,group_by_length,grouping,nl,2,"Given a list of strings, build a dictionary grouping strings by their length while preserving input order inside each group.","Begin with an empty dictionary. Inspect each string, use its length as the key, build an empty list for a new key, and add the string to that key's list. Output the dictionary.",26,41,40,0,0.0,True,0.6134660281633841,0.4837520718574524,0.5574045293551789,24.538641126535367,0.6471333795430837,0.5027473866939545,0.6039624304862331,25.88533518172335,0.7889752633869648,0.8681856095790863,0.9959942996501923,0.475,0.25,3,2,0.6017178659213898,0.6494419104359949,0.9,2.362880582978687
count_increases__nl__v1,count_increases,adjacent_analysis,nl,1,"Given a list of numbers, count how many positions contain a value larger than the immediately preceding value.",Start a counter at zero. Compare each value after the first with its predecessor. Increase the counter when the current value is larger. Return the counter.,24,30,29,0,0.0,True,0.4647326048687883,0.21489602327346802,0.4843619954325362,13.477245541194861,0.4722670038144911,0.21546359360218048,0.4933521122511431,13.695743110620242,0.8292384928670423,0.9459086656570435,0.9992610853293846,0.5862068965517241,0.3103448275862069,4,3,0.4754520602857935,0.48258301654745345,1.0,1.7314349843412118
linear_first_index__nl__v2,linear_first_index,linear_search,nl,2,"Given a list and a target, return the index of the first target occurrence or minus one if absent.",Inspect the list from left to right while tracking the index. Output the index at the first value equal to the target. Output minus one if no match is found.,25,33,32,0,0.0,True,0.5487750187573965,0.4038460850715637,0.5283841542493739,17.56080060023669,0.5563952310940294,0.40636126697063446,0.5389949374863953,17.804647395008942,0.8030472667887807,0.8998010456562042,0.9992755819112062,0.5,0.21875,4,2,0.6032520912558539,0.6151823496780238,0.90625,2.1802107629864906
binary_search_exact__nl__v1,binary_search_exact,binary_search,nl,1,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","Set low and high indices around the search range. Repeatedly inspect the middle value, returning its index on a match. Discard the half that cannot contain the target. Return minus one if the range becomes empty.",24,44,43,0,0.0,True,0.7187971485708299,0.5846455097198486,0.6483947163633952,30.908277388545685,0.7593946210975044,0.5858542323112488,0.701874533293433,32.65396870719269,0.7681154213672461,0.86159747838974,0.9951037806133891,0.4186046511627907,0.16279069767441862,3,2,0.6353277156983191,0.6924258659682458,0.8837209302325582,2.726323510734547
factorial_iterative__python__v2,factorial_iterative,factorial_product,python,2,"Given a nonnegative integer n, compute n factorial iteratively.","def factorial_iterative(item):
    value = 1
    for current in range(2, item + 1):
        value *= current
    return value",17,33,32,0,0.0,True,0.12846770163923793,0.03546496666967869,0.22863825156244352,4.110966452455614,0.13179323840449797,0.03595026955008507,0.2383203011289082,4.217383628943935,0.9612158071249723,0.9945806264877319,0.9996804036200047,0.90625,0.59375,13,5,0.2006428886633066,0.20603625480866722,0.90625,1.4818209942077374
sum_positive__nl__v1,sum_positive,sign_sum,nl,1,"Given a list of numbers, sum only the positive values.","Start the total at zero. Examine every number. Whenever a number is greater than zero, add it to the total. Return the total after the list has been processed.",16,35,34,0,0.0,True,0.425443081994993,0.23837511241436005,0.5034868990002622,14.46506478782976,0.4411418663324131,0.23871909081935883,0.5396245788800926,14.998823455302045,0.8530618241604637,0.9461586773395538,0.9981151977006126,0.6176470588235294,0.29411764705882354,9,3,0.5196626712673936,0.5493311360055073,0.9705882352941176,2.3425355580542173
running_sum__nl__v3,running_sum,cumulative_scan,nl,3,"Given a list of numbers, produce the running sum after each position.",Initialize a total at zero and create an empty result list. Process the numbers in order. Accumulate each value to the total and append the updated total to the result. Produce the result.,18,38,37,0,0.0,True,0.6181955550470062,0.5645371675491333,0.4480282565143678,22.87323553673923,0.6363653336223718,0.5705450773239136,0.4661671282605733,23.545517344027758,0.7988236240438513,0.8497394323348999,0.9981553812284727,0.3783783783783784,0.13513513513513514,4,3,0.43139155954122543,0.45143055481215316,0.918918918918919,2.2608673645347053
contains_zero__nl__v3,contains_zero,membership_test,nl,3,"Given a list of numbers, determine whether zero occurs in the list.","Process the numbers one by one. If the current number equals zero, return true immediately. If the scan finishes without finding zero, return false.",18,29,28,0,0.0,True,0.37146173767793506,0.1262030079960823,0.40683043447040595,10.40092865498218,0.3734664421597732,0.12770069390535355,0.40864621438807364,10.45706038047365,0.8803494466202599,0.9775277972221375,0.9998382670538766,0.5714285714285714,0.35714285714285715,4,4,0.4215050266369602,0.42321393958893705,0.9642857142857143,2.67694754904174
binary_search_exact__python__v1,binary_search_exact,binary_search,python,1,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","def binary_search_exact(values, target):
    low = 0
    high = len(values) - 1
    while low <= high:
        middle = (low + high) // 2
        if values[middle] == target:
            return middle
        if values[middle] < target:
            low = middle + 1
        else:
            high = middle - 1
    return -1",24,87,86,0,0.0,True,0.08289665383229736,0.0013059207703918219,0.2829396420493354,7.129112229577572,0.08517509501579361,0.0013090056600049138,0.29394130685734265,7.3250581713582505,0.9708282122778338,0.9998769164085388,0.9997353214164113,0.9302325581395349,0.8604651162790697,63,29,0.10853765559654141,0.11112351419237712,0.9883720930232558,0.5690755770012614
frequency_map_chars__python__v1,frequency_map_chars,frequency_map,python,1,"Given a string, build a dictionary mapping each character to its occurrence count.","def frequency_map_chars(text):
    counts = {}
    for char in text:
        if char in counts:
            counts[char] += 1
        else:
            counts[char] = 1
    return counts",19,44,43,0,0.0,True,0.10559171511364861,0.0014519602991640568,0.28922117161941563,4.54044374988689,0.10711381074976765,0.001461043837480247,0.295434684089609,4.605893862240009,0.9602543503739113,0.9998770952224731,0.999849330547244,0.9302325581395349,0.7906976744186046,36,16,0.15216828008412145,0.15486250734470342,0.9534883720930233,1.0292522407182256
group_by_length__nl__v3,group_by_length,grouping,nl,3,"Given a list of strings, build a dictionary grouping strings by their length while preserving input order inside each group.","Initialize with an empty dictionary. Process each string, use its length as the key, create an empty list for a new key, and append the string to that key's list. Produce the dictionary.",26,40,39,0,0.0,True,0.673017084879132,0.7492832541465759,0.5959267741848847,26.24766631028615,0.7046994330445066,0.7607470154762268,0.6692521896992996,27.483277888735756,0.7649568177950687,0.7474941611289978,0.9953347490384028,0.4358974358974359,0.23076923076923078,4,2,0.5893182329171779,0.6383295977904805,0.9743589743589743,2.1618456903664853
scan_max__nl__v2,scan_max,scan_extremum,nl,2,"Given a non-empty list of numbers, find the largest value by scanning the list once.","Take the first value as the current maximum. Inspect each remaining value. If a value is larger than the current maximum, replace the current maximum with it. Output the current maximum after the scan.",22,40,39,0,0.0,True,0.4232130901864133,0.311250776052475,0.4176368130679548,16.505310517270118,0.4260402474946414,0.31179898977279663,0.42065888596998297,16.615569652291015,0.862544019252826,0.9323393106460571,0.9997593959172567,0.5384615384615384,0.2564102564102564,4,1,0.4714097711747806,0.47435534229551096,0.9487179487179487,1.7809643106315305
binary_search_insertion__nl__v2,binary_search_insertion,binary_search,nl,2,"Given an ascending sorted list and a target value, return the index where the target could be inserted while preserving order.",Set low to the start and high just past the end. Repeatedly inspect the middle. Move low right when the middle value is below the target; otherwise move high to the middle. Output low when the range closes.,27,45,44,0,0.0,True,0.632003725511657,0.5789994299411774,0.552959027090879,27.808163922512904,0.6702710544976237,0.609052836894989,0.6022933177078694,29.49192639789544,0.7903086881745945,0.8305653631687164,0.9956251951781186,0.4318181818181818,0.20454545454545456,3,2,0.5997756648440521,0.6316258978466828,0.8636363636363636,3.23405060483955
count_digits__nl__v2,count_digits,digit_count,nl,2,"Given a positive integer, count its decimal digits.","Begin a counter at zero. While the number is positive, remove its last digit using integer division by ten and increase the counter by one. Output the counter.",14,32,31,0,0.0,True,0.30997941216018293,0.13988234102725983,0.3814260440095282,9.60936177696567,0.3200411650374712,0.14015746116638184,0.4021059209901905,9.921276116161607,0.902238336301619,0.9699001908302307,0.9990044063137423,0.7096774193548387,0.45161290322580644,5,5,0.3477039215542997,0.3623656847281381,0.967741935483871,2.297834542164515
matrix_contains__python__v3,matrix_contains,matrix_search,python,3,"Given a matrix and a target value, determine whether the target occurs anywhere in the matrix.","def matrix_contains(element, x):
    for entry in element:
        for result in entry:
            if result == x:
                return True
    return False",22,32,31,0,0.0,True,0.25399806637799505,0.011548947542905807,0.48608548537123913,7.873940057717846,0.2674153499486443,0.01245846413075924,0.5162113392991488,8.289875848407974,0.91748456320455,0.9986362457275391,0.9984152105546766,0.8064516129032258,0.7096774193548387,16,16,0.31026033253632096,0.32893418245124245,0.9032258064516129,2.0836389398465407
count_even_digits__python__v3,count_even_digits,digit_count,python,3,"Given a positive integer, count how many of its decimal digits are even.","def count_even_digits(x):
    element = 0
    while x > 0:
        entry = x % 10
        if entry % 2 == 0:
            element += 1
        x //= 10
    return element",19,54,53,0,0.0,True,0.06979734876031968,0.0020872389432042837,0.1795521954220758,3.6992594842969426,0.07009251578075415,0.0021019820123910904,0.17988567072882508,3.7149033363799697,0.977588027153375,0.9998144507408142,0.999979132751249,0.9433962264150944,0.8490566037735849,20,12,0.12371307450229052,0.12366600865856966,0.9622641509433962,1.2802762960699026
adjacent_sums__python__v1,adjacent_sums,adjacent_transform,python,1,"Given a list of numbers, create a list containing the sum of each adjacent pair.","def adjacent_sums(values):
    result = []
    for index in range(1, len(values)):
        result.append(values[index] + values[index - 1])
    return result",21,37,36,0,0.0,True,0.11662272156847091,0.00168753630714491,0.27919210914034653,4.1984179764649525,0.11684932268076409,0.001751453208271414,0.2793761575211449,4.206575616507507,0.9618737374742826,0.9998404383659363,0.9999840607245764,0.8888888888888888,0.7222222222222222,22,6,0.206937802138782,0.20727432636875684,0.9722222222222222,1.257004276897378
contains_zero__nl__v1,contains_zero,membership_test,nl,1,"Given a list of numbers, determine whether zero occurs in the list.","Examine the numbers one by one. If the current number equals zero, return true immediately. If the scan finishes without finding zero, return false.",18,30,29,0,0.0,True,0.3308640830444872,0.06385837495326996,0.3959929337787069,9.595058408290129,0.3318929197927728,0.06387288868427277,0.39692202146666844,9.624894673990411,0.8738899703683525,0.9900267720222473,0.9999214821848376,0.6551724137931034,0.5172413793103449,9,4,0.3410436785145277,0.34219688365479733,0.9655172413793104,2.569203036755755
